grid_id,latitude,longitude,rainfall_scenario,rainfall_mm_h,display_expected_stage_max,expected_stage,expected_depth_class,scenario_expected_visible,flood_expected,flood_history_2022,flood_history_2023,flood_history,flood_history_recent,flood_history_old,history_polygon_count,history_recent_polygon_count,history_old_polygon_count,history_year_count,latest_history_year,years_since_latest_history,history_recency_score,distance_to_flood_area_m,scenario_risk_score,risk_grade,flood_label,scenario_flood_label
G0165,37.463244,127.096427,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,530.9,7,낮음,0,0
G0166,37.467748,127.096398,30mm/h,30,4,0,none,0,0,1,0,1,1,0,2,2,0,1,2022,1,1.88,188.1,46,주의,1,1
G0167,37.472254,127.096374,30mm/h,30,4,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,314.6,42,낮음,1,1
G0168,37.476761,127.09635,30mm/h,30,4,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,325.5,42,낮음,1,1
G0169,37.481268,127.096326,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,387.3,8,낮음,0,0
G0170,37.485775,127.096301,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,97.6,53,주의,1,1
G0171,37.490281,127.096277,30mm/h,30,4,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,105.7,56,주의,1,1
G0172,37.494429,127.09603,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,41.9,53,주의,1,1
G0173,37.497051,127.093479,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,147.4,9,낮음,0,0
G0174,37.459585,127.101048,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,551.7,7,낮음,0,0
G0175,37.46329,127.10203,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,305.8,8,낮음,0,0
G0176,37.467767,127.102052,30mm/h,30,4,1,~0.5m,1,1,1,0,1,1,0,3,3,0,1,2022,1,2.82,112.4,94,높음,1,1
G0177,37.472274,127.102029,30mm/h,30,4,0,none,0,0,1,0,1,1,0,6,6,0,1,2022,1,5.64,173.0,51,주의,1,1
G0178,37.47678,127.102005,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,326.9,8,낮음,0,0
G0179,37.481287,127.101981,30mm/h,30,4,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,51.8,43,낮음,1,1
G0180,37.485794,127.101957,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,90.3,53,주의,1,1
G0181,37.490293,127.101924,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,11.2,53,주의,1,1
G0182,37.49342,127.100645,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,225.2,9,낮음,0,0
G0183,37.463763,127.107835,30mm/h,30,4,0,none,0,0,1,0,1,1,0,13,13,0,1,2022,1,12.22,43.4,52,주의,1,1
G0184,37.467786,127.107707,30mm/h,30,4,0,none,0,0,1,0,1,1,0,4,4,0,1,2022,1,3.76,166.9,51,주의,1,1
G0185,37.472293,127.107683,30mm/h,30,4,1,~0.5m,1,1,1,0,1,1,0,16,16,0,1,2022,1,15.04,10.3,95,높음,1,1
G0186,37.476799,127.10766,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,53,주의,1,1
G0187,37.481306,127.107636,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,15.0,53,주의,1,1
G0188,37.485729,127.107496,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,268.3,9,낮음,0,0
G0189,37.489666,127.106204,30mm/h,30,4,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,63.6,56,주의,1,1
G0190,37.46013,127.115201,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,216.0,9,낮음,0,0
G0191,37.463357,127.11344,30mm/h,30,4,0,none,0,0,1,0,1,1,0,11,11,0,1,2022,1,10.34,0.0,52,주의,1,1
G0192,37.467804,127.113361,30mm/h,30,4,1,~0.5m,1,1,1,0,1,1,0,8,8,0,1,2022,1,7.52,181.8,94,높음,1,1
G0193,37.472311,127.113338,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,216.4,52,주의,1,1
G0194,37.476792,127.113276,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,111.2,53,주의,1,1
G0195,37.480887,127.112272,30mm/h,30,4,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,56,주의,1,1
G0196,37.484519,127.11115,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,207.0,9,낮음,0,0
G0197,37.459893,127.117194,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,363.7,8,낮음,0,0
G0198,37.463603,127.118218,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,243.2,9,낮음,0,0
G0199,37.467823,127.119014,30mm/h,30,4,2,0.5~1.0m,1,1,1,0,1,1,0,11,11,0,1,2022,1,10.34,0.0,98,높음,1,1
G0200,37.47201,127.118218,30mm/h,30,4,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,33.1,53,주의,1,1
G0201,37.475712,127.116988,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,431.1,7,낮음,0,0
G0202,37.467769,127.122278,30mm/h,30,4,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,211.4,9,낮음,0,0
G0001,37.523392,127.012961,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,480.4,9,낮음,0,0
G0002,37.526067,127.011814,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,702.2,7,낮음,0,0
G0003,37.52934,127.01293,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,901.9,5,낮음,0,0
G0004,37.518002,127.0194,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,225.7,11,낮음,0,0
G0005,37.522041,127.018514,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,66,주의,1,1
G0006,37.526103,127.016922,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,421.6,9,낮음,0,0
G0007,37.53048,127.016919,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,573.8,8,낮음,0,0
G0008,37.534189,127.018186,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,659.6,7,낮음,0,0
G0009,37.504565,127.024924,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,2,2,0,1,2022,1,1.88,14.8,100,높음,1,1
G0010,37.508341,127.024038,50mm/h,50,6,5,2.0~3.0m,1,1,1,0,1,1,0,81,81,0,1,2022,1,76.14,0.0,100,높음,1,1
G0011,37.512672,127.023036,50mm/h,50,6,0,none,0,0,1,0,1,1,0,5,5,0,1,2022,1,4.7,244.3,63,주의,1,1
G0012,37.517054,127.022588,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,70.9,54,주의,1,1
G0013,37.521554,127.02255,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,4,4,0,1,2022,1,3.76,162.8,100,높음,1,1
G0014,37.526061,127.022522,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,176.3,65,주의,1,1
G0015,37.530567,127.022493,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,113.3,65,주의,1,1
G0016,37.535067,127.022473,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,545.1,8,낮음,0,0
G0017,37.538331,127.023323,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,895.5,5,낮음,0,0
G0018,37.491551,127.030882,50mm/h,50,6,0,none,0,0,1,0,1,1,0,2,2,0,1,2022,1,1.88,0.0,59,주의,1,1
G0019,37.494921,127.030079,50mm/h,50,6,5,2.0~3.0m,1,1,1,0,1,1,0,7,7,0,1,2022,1,6.58,29.6,100,높음,1,1
G0020,37.499238,127.029043,50mm/h,50,6,0,none,0,0,1,0,1,1,0,3,3,0,1,2022,1,2.82,112.0,63,주의,1,1
G0021,37.503564,127.028341,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,6,6,0,1,2022,1,5.64,217.3,100,높음,1,1
G0022,37.508057,127.028294,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,75,75,0,1,2022,1,70.5,39.2,100,높음,1,1
G0023,37.512563,127.028265,50mm/h,50,6,0,none,0,0,1,1,1,1,0,62,62,0,2,2023,0,58.34,22.0,65,주의,1,1
G0024,37.51707,127.028237,50mm/h,50,6,0,none,0,0,1,0,1,1,0,2,2,0,1,2022,1,1.88,290.5,57,주의,1,1
G0025,37.521577,127.028209,50mm/h,50,6,5,2.0~3.0m,1,1,1,0,1,1,0,9,9,0,1,2022,1,8.46,45.6,100,높음,1,1
G0026,37.526083,127.02818,50mm/h,50,6,2,0.5~1.0m,1,1,1,0,1,1,0,4,4,0,1,2022,1,3.76,146.8,100,높음,1,1
G0027,37.53059,127.028152,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,131.1,65,주의,1,1
G0028,37.535097,127.028123,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,400.0,10,낮음,0,0
G0029,37.538488,127.027888,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,720.8,7,낮음,0,0
G0030,37.486309,127.034968,50mm/h,50,6,0,none,0,0,1,0,1,1,0,2,2,0,1,2022,1,1.88,77.7,59,주의,1,1
G0031,37.49013,127.034189,50mm/h,50,6,0,none,0,0,1,0,1,1,0,5,5,0,1,2022,1,4.7,144.9,64,주의,1,1
G0032,37.494559,127.034035,50mm/h,50,6,5,2.0~3.0m,1,1,1,0,1,1,0,59,59,0,1,2022,1,55.46,2.2,100,높음,1,1
G0033,37.499066,127.034007,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,8,8,0,1,2022,1,7.52,189.8,100,높음,1,1
G0034,37.503572,127.033979,50mm/h,50,6,0,none,0,0,1,0,1,1,0,10,10,0,1,2022,1,9.4,96.6,64,주의,1,1
G0035,37.508079,127.033951,50mm/h,50,6,0,none,0,0,1,0,1,1,0,8,8,0,1,2022,1,7.52,28.1,65,주의,1,1
G0036,37.512586,127.033923,50mm/h,50,6,0,none,0,0,1,0,1,1,0,7,7,0,1,2022,1,6.58,68.4,64,주의,1,1
G0037,37.517092,127.033895,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,202.1,100,높음,1,1
G0038,37.521599,127.033867,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,146.0,65,주의,1,1
G0039,37.526106,127.033839,50mm/h,50,6,3,1.0~1.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,0.0,100,높음,1,1
G0040,37.530612,127.033811,50mm/h,50,6,3,1.0~1.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,5.5,73,주의,1,1
G0041,37.535119,127.033783,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,267.8,11,낮음,0,0
G0042,37.537923,127.032854,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,562.8,8,낮음,0,0
G0043,37.483169,127.042523,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,41.6,13,낮음,0,0
G0044,37.486335,127.039835,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,9,9,0,1,2022,1,8.46,56.9,100,높음,1,1
G0045,37.490075,127.039719,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,153.5,100,높음,1,1
G0046,37.494581,127.039691,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,12,12,0,1,2022,1,11.28,21.0,100,높음,1,1
G0047,37.499088,127.039663,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,52.3,54,주의,1,1
G0048,37.503595,127.039636,50mm/h,50,6,0,none,0,0,1,0,1,1,0,3,3,0,1,2022,1,2.82,130.5,63,주의,1,1
G0049,37.508101,127.039608,50mm/h,50,6,0,none,0,0,1,0,1,1,0,2,2,0,1,2022,1,1.88,225.9,57,주의,1,1
G0050,37.512608,127.03958,50mm/h,50,6,0,none,0,0,1,0,1,1,0,4,4,0,1,2022,1,3.76,126.9,64,주의,1,1
G0051,37.517115,127.039553,50mm/h,50,6,2,0.5~1.0m,1,1,1,0,1,1,0,3,3,0,1,2022,1,2.82,119.8,100,높음,1,1
G0052,37.521621,127.039525,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,4,4,0,1,2022,1,3.76,12.7,100,높음,1,1
G0053,37.526128,127.039497,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,70,주의,1,1
G0054,37.530635,127.03947,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,66,주의,1,1
G0055,37.53476,127.039228,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,402.3,10,낮음,0,0
G0056,37.537389,127.036616,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,606.6,8,낮음,0,0
G0057,37.474226,127.048188,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,7.9,66,주의,1,1
G0058,37.477159,127.046809,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,32,32,0,1,2022,1,30.08,0.0,100,높음,1,1
G0059,37.481226,127.045781,50mm/h,50,6,3,1.0~1.5m,1,1,1,0,1,1,0,16,16,0,1,2022,1,15.04,67.2,100,높음,1,1
G0060,37.48559,127.045402,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,7.5,100,높음,1,1
G0061,37.490096,127.045374,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,323.4,10,낮음,0,0
G0062,37.494603,127.045347,50mm/h,50,6,0,none,0,0,1,0,1,1,0,3,3,0,1,2022,1,2.82,181.7,62,주의,1,1
G0063,37.49911,127.04532,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,323.0,10,낮음,0,0
G0064,37.503617,127.045293,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,142.8,65,주의,1,1
G0065,37.508123,127.045265,50mm/h,50,6,0,none,0,0,1,0,1,1,0,3,3,0,1,2022,1,2.82,148.7,63,주의,1,1
G0066,37.51263,127.045238,50mm/h,50,6,0,none,0,0,1,0,1,1,0,4,4,0,1,2022,1,3.76,65.7,64,주의,1,1
G0067,37.517137,127.045211,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,66,주의,1,1
G0068,37.521643,127.045183,50mm/h,50,6,2,0.5~1.0m,1,1,1,0,1,1,0,17,17,0,1,2022,1,15.98,52.3,100,높음,1,1
G0069,37.52615,127.045156,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,299.2,10,낮음,0,0
G0070,37.530657,127.045128,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,112.8,65,주의,1,1
G0071,37.53395,127.044675,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,409.9,9,낮음,0,0
G0072,37.46872,127.052353,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,497.2,9,낮음,0,0
G0073,37.472224,127.051727,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,6,6,0,1,2022,1,5.64,116.9,100,높음,1,1
G0074,37.476598,127.051111,50mm/h,50,6,2,0.5~1.0m,1,1,1,0,1,1,0,47,47,0,1,2022,1,44.18,57.2,100,높음,1,1
G0075,37.481105,127.051084,50mm/h,50,6,3,1.0~1.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,25.8,100,높음,1,1
G0076,37.485611,127.051057,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,70,주의,1,1
G0077,37.490118,127.05103,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,58.4,66,주의,1,1
G0078,37.494625,127.051003,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,99.2,65,주의,1,1
G0079,37.499131,127.050976,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,7,7,0,1,2022,1,6.58,52.2,100,높음,1,1
G0080,37.503638,127.050949,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,5,5,0,1,2022,1,4.7,82.6,100,높음,1,1
G0081,37.508145,127.050922,50mm/h,50,6,2,0.5~1.0m,1,1,1,0,1,1,0,18,18,0,1,2022,1,16.92,89.8,100,높음,1,1
G0082,37.512652,127.050895,50mm/h,50,6,0,none,0,0,1,0,1,1,0,3,3,0,1,2022,1,2.82,142.4,63,주의,1,1
G0083,37.517158,127.050868,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,118.1,65,주의,1,1
G0084,37.521665,127.050841,50mm/h,50,6,1,~0.5m,1,1,1,1,1,1,0,2,2,0,2,2023,0,1.94,138.4,100,높음,1,1
G0085,37.526172,127.050814,50mm/h,50,6,3,1.0~1.5m,1,1,1,0,1,1,0,2,2,0,1,2022,1,1.88,0.0,100,높음,1,1
G0086,37.530569,127.050675,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,223.3,68,주의,1,1
G0087,37.533265,127.048929,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,491.7,9,낮음,0,0
G0088,37.469193,127.056552,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,553.7,8,낮음,0,0
G0089,37.472113,127.056793,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,304.6,52,주의,1,1
G0090,37.476619,127.056766,50mm/h,50,6,3,1.0~1.5m,1,1,1,0,1,1,0,2,2,0,1,2022,1,1.88,32.7,100,높음,1,1
G0091,37.481126,127.056739,50mm/h,50,6,3,1.0~1.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,88.9,73,주의,1,1
G0092,37.485633,127.056713,50mm/h,50,6,2,0.5~1.0m,1,1,1,0,1,1,0,2,2,0,1,2022,1,1.88,18.8,100,높음,1,1
G0093,37.490139,127.056686,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,84.9,100,높음,1,1
G0094,37.494646,127.05666,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,96.7,100,높음,1,1
G0095,37.499153,127.056633,50mm/h,50,6,3,1.0~1.5m,1,1,1,1,1,1,0,20,20,0,2,2023,0,18.86,19.8,100,높음,1,1
G0096,37.50366,127.056606,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,2,2,0,1,2022,1,1.88,116.6,100,높음,1,1
G0097,37.508166,127.05658,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,3,3,0,1,2022,1,2.82,0.0,100,높음,1,1
G0098,37.512673,127.056553,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,146.1,53,주의,1,1
G0099,37.51718,127.056526,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,164.3,53,주의,1,1
G0100,37.521686,127.0565,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,0.0,100,높음,1,1
G0101,37.526193,127.056473,50mm/h,50,6,3,1.0~1.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,93.7,73,주의,1,1
G0102,37.529636,127.05574,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,350.3,10,낮음,0,0
G0103,37.469475,127.06227,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,717.1,7,낮음,0,0
G0104,37.472134,127.062447,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,473.7,9,낮음,0,0
G0105,37.47664,127.062421,50mm/h,50,6,0,none,0,0,1,0,1,1,0,15,15,0,1,2022,1,14.1,88.8,64,주의,1,1
G0106,37.481147,127.062395,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,164.1,65,주의,1,1
G0107,37.485654,127.062368,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,5,5,0,1,2022,1,4.7,57.2,100,높음,1,1
G0108,37.490161,127.062342,50mm/h,50,6,3,1.0~1.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,101.5,73,주의,1,1
G0109,37.494667,127.062316,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,15.7,100,높음,1,1
G0110,37.499174,127.062289,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,1,1,0,1,2022,1,0.94,214.6,100,높음,1,1
G0111,37.503681,127.062263,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,65.4,54,주의,1,1
G0112,37.508187,127.062237,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,66,주의,1,1
G0113,37.512694,127.06221,50mm/h,50,6,3,1.0~1.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,73,주의,1,1
G0114,37.517201,127.062184,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,4,4,0,1,2022,1,3.76,19.8,100,높음,1,1
G0115,37.521707,127.062158,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,375.7,10,낮음,0,0
G0116,37.525671,127.061658,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,423.5,9,낮음,0,0
G0117,37.528584,127.059491,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,460.4,9,낮음,0,0
G0118,37.469757,127.066196,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,588.8,8,낮음,0,0
G0119,37.472391,127.0679,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,306.1,10,낮음,0,0
G0120,37.476661,127.068076,50mm/h,50,6,0,none,0,0,1,0,1,1,0,4,4,0,1,2022,1,3.76,106.4,64,주의,1,1
G0121,37.481168,127.06805,50mm/h,50,6,0,none,0,0,1,0,1,1,0,2,2,0,1,2022,1,1.88,255.7,57,주의,1,1
G0122,37.485675,127.068024,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,43.7,69,주의,1,1
G0123,37.490181,127.067998,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,75.8,69,주의,1,1
G0124,37.494688,127.067972,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,66,주의,1,1
G0125,37.499195,127.067946,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,336.1,10,낮음,0,0
G0126,37.503567,127.067661,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,521.8,8,낮음,0,0
G0127,37.508143,127.067032,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,214.1,64,주의,1,1
G0128,37.512634,127.066678,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,32.6,69,주의,1,1
G0129,37.517115,127.066312,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,79.5,54,주의,1,1
G0130,37.521629,127.065993,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,453.0,9,낮음,0,0
G0131,37.524611,127.065729,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,746.1,7,낮음,0,0
G0132,37.473364,127.072939,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,412.2,9,낮음,0,0
G0133,37.476683,127.073729,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,410.1,9,낮음,0,0
G0134,37.481188,127.073705,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,338.2,10,낮음,0,0
G0135,37.485695,127.073679,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,175.8,65,주의,1,1
G0136,37.490202,127.073654,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,192.2,68,주의,1,1
G0137,37.494709,127.073628,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,243.2,68,주의,1,1
G0138,37.499215,127.073602,50mm/h,50,6,1,~0.5m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,310.4,63,주의,1,1
G0139,37.501943,127.072724,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,582.7,8,낮음,0,0
G0140,37.476956,127.079346,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,749.0,7,낮음,0,0
G0141,37.481209,127.07936,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,288.7,10,낮음,0,0
G0142,37.485715,127.079335,50mm/h,50,6,0,none,0,0,1,0,1,1,0,1,1,0,1,2022,1,0.94,236.6,52,주의,1,1
G0143,37.490222,127.07931,50mm/h,50,6,2,0.5~1.0m,1,1,1,0,1,1,0,6,6,0,1,2022,1,5.64,76.8,100,높음,1,1
G0144,37.494729,127.079284,50mm/h,50,6,1,~0.5m,1,1,1,0,1,1,0,4,4,0,1,2022,1,3.76,72.8,100,높음,1,1
G0145,37.49909,127.079148,50mm/h,50,6,2,0.5~1.0m,1,1,0,0,0,0,0,0,0,0,0,0,99,0.0,169.4,68,주의,1,1
G0146,37.501543,127.076858,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,395.4,10,낮음,0,0
G0147,37.469842,127.087736,50mm/h,50,6,0,none,0,0,0,0,0,0,0,0,0,0,0,0,99,0.0,957.1,5,낮음,0,0
